Temperature[C];Humidity[%];Pressure[hPa];Fire Alarm
43.91755173080642;80.03817560779585;939.608;1
8.665604138464516;41.00863974281695;939.624;0
46.65892090504738;82.66023709061685;938.731;1
46.674766969638355;82.56982117741613;938.779;1
12.268999226455225;37.040385774562985;939.663;0
5.6714902339972895;33.9160136628491;937.399;0
7.429611100367435;32.46935905163753;937.427;0
36.02621156449429;3.2549728752260396;936.854;0
56.063560239798875;44.73578460920232;930.892;1
18.334080448655964;31.26381354229455;937.313;0
16.68846664088184;41.83242917420132;939.811;0
8.572904660607236;43.14848302190074;939.712;0
56.063560239798875;44.94675507333735;930.872;1
8.976979307677436;42.214185252159936;939.613;0
23.259829626764645;86.16636528028933;939.31;0
-8.434676464900404;30.661040787623058;937.354;0
48.39406497776059;77.49648382559775;938.876;1
-10.860708953780696;30.198915009041585;937.453;1
18.025082189131698;31.806309021498887;937.402;0
24.258923999226457;83.04199316857546;939.651;1
52.09412105975632;48.32228249949769;930.902;1
24.429269193579582;77.10468153506129;939.644;1
40.724569715722296;1.1151295961422538;936.712;0
15.862094372461808;38.33634719710668;937.436;0
-8.671575130535679;32.99176210568615;937.29;0
-8.357030748404561;34.84026522001205;937.53;0
44.289934248694635;89.60216998191683;939.68;1
43.19180197253917;77.96865581675708;938.905;1
14.990560819957455;33.37351818364476;937.404;0
10.141665055115066;39.541892706449666;939.64;0
5.253154128795202;43.61060880048222;939.795;0
10.56158576677625;36.36728953184649;939.626;0
12.265037710307485;34.659433393610605;939.675;0
46.40538387159157;83.54430379746837;938.725;1
18.36577257783794;30.409885473176605;937.418;0
48.5049874298975;76.89371107092626;938.904;1
-6.90870044478824;16.576250753465942;936.868;0
9.816820730999808;41.63150492264416;939.609;0
24.189201315026107;35.91520996584288;936.895;0
46.46084509766001;83.5543500100462;938.727;1
16.73045871204796;40.95840867992766;939.793;0
17.834929414039838;33.21277878239903;937.507;0
19.134306710500876;28.099256580269238;937.58;0
15.320158963450009;41.71187462326703;939.829;0
46.57176754979693;83.0520393811533;938.728;1
31.232777025720363;77.92847096644566;939.048;0
17.29616321794624;28.74221418525216;937.432;1
16.107708373622128;37.45228049025517;937.377;0
23.188522336105205;81.47478400642957;939.312;1
56.99055501837168;43.96222624070725;930.915;1
11.261189518468388;33.02190074341972;937.345;0
-7.8095492167859195;31.52501506931886;937.41;0
38.159091858441315;81.96704842274463;938.764;1
46.682690001933864;82.44926662648182;938.812;1
16.46503713014891;34.98091219610207;937.555;0
17.866621543221815;33.12236286919831;937.327;0
9.626667955907951;39.14004420333534;939.716;1
15.61727267453104;43.76130198915008;939.595;0
48.55252562367046;77.03435804701628;938.769;1
7.1087282923999275;35.66405465139642;939.624;0
12.313368207309995;37.45228049025517;939.651;0
4.833233417134018;43.630701225637935;939.817;0
46.706459098820346;81.91681735985534;938.788;1
2.9578516727905644;35.593731163351414;937.553;0
43.33124734093985;83.25296363271046;938.689;1
4.3974666408818415;43.20876029736789;939.817;0
-5.145825759040804;34.518786417520595;937.326;0
46.89661187391219;81.11312035362667;938.881;1
46.75399729259331;82.22824994976894;938.775;1
31.969619029201308;18.223829616234678;936.862;0
-9.494778186037513;30.480208961221614;937.417;0
13.92412067298395;37.090616837452274;939.643;0
54.637414426609936;45.83082178018886;930.911;1
22.740871011409784;83.14245529435402;939.61;1
16.381845291046215;39.963833634719705;939.702;0
46.92830400309417;80.78159533855737;938.772;1
-7.806380003867721;30.55053244926662;937.415;0
13.36158538000387;40.05424954792043;939.812;0
47.87114484625798;81.83644765923248;938.745;1
47.08676464900407;79.12397026321078;938.858;1
4.162152581705666;30.108499095840866;937.514;0
-9.567670083156063;30.79164155113522;937.411;0
58.289932314832726;45.629897528631695;930.936;1
47.577992651324706;79.00341571227646;939.135;1
8.129214852059565;41.782198111312034;939.77;0
30.70193386192226;6.258790436005624;936.703;0
26.082806033649195;12.507534659433393;936.76;0
48.267296461032686;78.34036568213783;938.798;1
40.43141752078901;0.8237894313843683;936.708;0
4.125706633146397;40.365682137834035;939.68;0
-10.067613421001738;35.03114325899136;937.438;0
16.404822084703152;38.597548724130995;939.711;0
30.680541674724434;78.18967249346996;939.069;1
-8.336430864436277;31.233674904560974;937.402;0
10.977544962289695;39.50170785613823;939.628;0
36.89140669116226;83.12236286919831;938.826;1
31.986257397021856;84.348000803697;939.683;1
7.695032682266486;38.72814948764315;937.416;0
48.5049874298975;77.34579063692986;938.702;1
23.17980700058016;94.1430580671087;939.199;0
12.154907561400119;41.189471569218405;939.63;0
42.87171146780119;83.94615230058268;939.684;1
48.60798684973892;76.66264818163552;938.827;1
7.336911622510154;42.857142857142854;939.746;0
9.444438213111582;40.024110910186856;939.708;0
48.44952620382904;77.6069921639542;938.677;1
43.17278669502997;80.90214988949168;939.695;1
48.19598917037324;78.13944143058069;938.955;1
16.35332237478244;35.04118947156921;937.362;0
9.285185263972156;31.665662045408876;937.364;0
6.465378070005805;45.499296765119546;939.748;0
46.54799845291045;82.97166968053044;938.719;1
46.87284277702571;81.52501506931887;938.729;1
4.136006575130537;40.245127586899734;939.678;0
34.655526977373825;14.235483222824994;936.884;0
10.65666215432218;37.03033956198513;939.65;0
54.62949139431444;56.29897528631705;931.054;1
47.9741442660994;78.4408278079164;939.069;1
46.27861535486366;81.9067711472775;939.125;1
-1.7761601237671627;37.62306610407875;937.326;0
46.46084509766001;83.68495077355837;938.744;1
43.71155289112356;79.5258187663251;939.385;1
11.211274415006773;39.109905565601764;939.616;0
18.223157996519046;31.695800683142448;937.337;0
5.1770930187584625;27.657223226843477;937.487;0
-9.884591374975825;36.849507735583686;937.408;0
15.156944498162833;32.519590114526814;937.413;0
32.27069425643009;5.244122965641954;936.678;1
47.03130342293559;80.01808318264015;938.89;0
17.683599497195903;77.35583684950775;938.732;1
16.33747631019145;36.36728953184649;937.389;0
18.04885128601818;31.545107494474582;937.359;0
11.93227035389673;37.34177215189873;939.679;0
6.279979114291237;39.8935101466747;939.654;0
23.10849970992071;80.86196503918022;939.554;1
-14.150351962869852;2.0795660036166366;936.671;0
47.87114484625798;81.77617038376532;938.78;1
46.587613614387934;83.07213180630903;938.722;1
47.300686520982396;80.03817560779585;939.087;1
12.60889731193193;42.204139039582074;939.798;0
7.923216012376717;41.57122764717701;939.66;0
33.36011119706053;77.44625276270845;939.064;1
16.773243086443625;34.297769740807716;937.595;0
11.822932508218916;19.33895921237693;936.881;0
12.352191065557921;34.61924854329917;939.617;0
3.4126337265519275;36.276873618645766;937.334;0
14.171319280603367;40.245127586899734;939.784;0
40.92264552310965;1.476793248945148;936.717;0
41.74664088184103;85.97548724131002;939.366;1
18.445002900792876;30.781595338557363;937.557;0
-11.374913749758266;34.769941731967045;937.496;0
15.806633146393349;37.99477596945951;937.325;1
18.088466447495644;31.41450673096242;937.332;0
44.036397215238836;79.06369298774362;939.596;1
44.39293366853606;86.85955394816153;939.676;1
36.13713401663122;2.943540285312437;936.699;0
11.859378456778185;16.767128792445245;936.845;0
-8.180347128215043;31.906771147277475;937.524;0
38.289029588087416;77.6974080771549;939.05;1
9.837420614968092;36.69881454691581;939.632;0
56.07148327209437;44.786015672091615;930.886;1
4.58682711274415;34.297769740807716;937.335;0
18.27069619029201;31.39441430580671;937.518;0
15.149021465867339;33.52421137231263;937.46;0
24.69469077547863;86.91983122362869;939.134;1
21.585692902726738;81.77617038376532;939.588;1
43.41840069619029;82.89129997990757;939.561;1
-7.892741055888608;30.540486236688768;937.405;0
6.433685940823825;38.96925858951175;939.801;0
32.56067723844518;83.62467349809121;939.098;1
16.816027460839297;45.97146875627888;939.788;0
42.95648791336298;82.75065300381756;938.732;1
6.039911235737772;34.569017480409876;937.448;0
21.391578611487137;78.73216797267429;939.632;1
5.043986076194159;34.227446252762704;937.489;0
11.928308837748983;33.554350010046214;937.359;0
43.74324502030555;80.29937713482018;939.593;1
-14.503719203248888;14.476592324693588;936.845;0
46.73022819570683;82.17801888687964;938.785;1
28.252924579385034;81.5651999196303;939.638;1
39.48857667762522;7.5848904962829;936.774;0
13.298201121639917;39.06972071529033;939.81;0
12.31257590408045;34.89049628290134;939.668;0
16.639343840649776;46.00160739401245;939.804;0
48.00583639528138;80.42997789833233;938.875;1
48.62383291432991;76.72292545710266;938.871;1
56.847940437052785;47.207152903355436;930.937;1
8.944494875265907;37.402049427365874;937.361;0
15.089598723651132;39.07976692786819;939.842;0
15.57290369367627;39.72272453285111;939.588;0
-11.741750145039642;36.186457705445044;937.46;0
18.21523496422356;31.464737793851715;937.311;0
15.806633146393349;37.502511553144465;937.351;0
11.66130264939083;34.237492465340566;937.406;0
15.053152775091856;45.21800281293952;939.628;0
11.512349642235545;37.00020092425156;939.629;0
15.877940437052796;37.28149487643158;937.333;1
35.495368400696194;13.77335744424352;936.834;0
23.869110810288145;85.8649789029536;939.417;1
12.025762134983562;43.650793650793645;939.615;0
4.294467221040421;46.1322081575246;939.809;0
57.86208857087604;44.83624673498091;930.912;1
27.240361052020884;82.61000602772754;939.093;1
16.366791529684786;42.52561784207354;939.694;1
4.151852639721522;44.54490657022302;939.761;0
18.27069619029201;31.766124171187457;937.365;0
0.9343092245213711;7.916415511352221;936.803;0
32.65099980661381;5.545509342977698;936.819;0
-8.612152388319473;36.216596343178615;937.44;0
46.82530458325276;81.71589310829816;938.741;1
39.69853703345582;81.53506128189673;938.737;1
18.730232063430666;29.58609604179224;937.496;0
6.824291432991679;36.42756680731364;937.013;0
41.810025140205;85.02109704641352;939.394;1
2.6472688068071974;5.5354631303998385;936.677;0
15.201313479017603;38.999397227245325;939.614;0
48.19598917037324;78.96323086196504;938.713;1
23.045115451556757;81.37432188065101;939.274;1
-11.030261844904272;31.052843078159526;937.458;0
8.07137671630246;41.88266023709061;939.648;0
13.249078321407861;82.34880450070325;938.737;1
18.064697350609162;33.09222423146473;937.505;1
47.300686520982396;83.89592123769339;938.805;1
18.302388319473994;30.691179425356633;937.511;0
46.191461999613225;79.98794454490657;939.088;1
-11.873272481144845;31.19349005424954;937.492;0
39.290500870237864;9.644364074743821;936.92;0
11.913255076387546;33.96624472573839;937.571;0
-10.054936569328948;35.30239099859353;937.429;0
42.22756894217753;76.75306409483625;938.885;1
11.681902533359118;19.007434197307617;936.873;0
48.41783407464706;77.57685352622062;938.703;1
17.890390640108297;50.69318866787221;936.995;0
16.50385998839683;35.38276069921639;937.553;0
12.253945465093796;36.90978501105083;939.656;0
43.09355637207503;84.55897126783202;939.381;1
7.336911622510154;44.99698613622664;939.676;0
13.480430864436276;36.34719710669078;939.595;0
58.408777799265124;43.339361060880044;930.891;1
18.112235544382127;31.29395218002813;937.48;0
6.290279056275384;32.760699216395416;937.035;0
-19.239315606265713;1.7781796262808913;936.691;0
10.070357764455625;39.50170785613823;939.616;0
18.13600464126861;31.28390596745027;937.36;0
46.761920324888806;82.03737191078963;938.761;1
5.037647650357766;29.636327104681534;937.462;0
20.126270353896732;79.26461723930079;939.635;1
54.43933861922258;46.122161944946754;930.89;1
3.3753954747631028;39.94374120956399;939.628;0
10.355586927093409;39.69258589511754;939.656;0
33.688917037323534;3.9582077556761095;936.664;0
16.911896151614773;28.621659634317854;937.572;0
8.700465480564691;43.73116335141651;936.933;0
10.973583446141948;37.16094032549728;939.637;0
44.836623477083734;85.73437813944143;939.168;1
31.232777025720363;5.887080570624875;936.679;0
9.951512280023206;37.8541289933695;939.619;0
44.96339199381164;87.00020092425156;939.147;1
8.216368207310001;42.364878440827795;939.755;0
