Jour,Cours,var
1152,92.60000009,26.0
1153,91.31818191,26.0
1154,90.66363645,26.0
1155,90.87272736,26.0
1156,91.90000009,26.0
1157,91.31818191,26.0
1158,91.94545464,26.0
1159,91.81818191,26.0
1160,91.36363646,26.0
1161,91.71818191,26.0
1162,91.03636373,26.0
1163,90.32727282,26.0
1164,89.87272736,26.0
1165,91.36363646,26.0
1166,91.73636373,26.0
1167,90.86363645,26.0
1168,89.67272736,26.0
1169,89.83636373,26.0
1170,89.78181827,26.0
1171,89.83636373,26.0
1172,90.74545464,26.0
1173,91.36363646,26.0
1174,89.67272736,26.0
1175,91.07272736,26.0
1176,91.52727282,26.0
1177,93.13636373,27.0
1178,92.77272737,27.0
1179,92.97272737,27.0
1180,92.14545464,26.0
1181,92.56363646,26.0
1182,92.06363646,26.0
1183,91.36363646,26.0
1184,91.49090918,26.0
1185,89.67272736,26.0
1186,89.50000009,26.0
1187,90.58181827,26.0
1188,89.83636373,26.0
1189,89.709091,26.0
1190,88.88181827,25.0
1191,89.09090918,25.0
1192,89.33636373,26.0
1193,88.76363645,25.0
1194,90.29090918,26.0
1195,90.08181827,26.0
1196,90.409091,26.0
1197,90.50000009,26.0
1198,90.12727282,26.0
1199,90.409091,26.0
1200,89.33636373,26.0
1201,88.10000009,25.0
1202,87.85454554,25.0
1203,88.21818191,25.0
1204,88.10000009,25.0
1205,87.14545463,25.0
1206,87.19090918,25.0
1207,86.69090918,25.0
1208,86.409091,25.0
1209,85.58181827,24.0
1210,86.15454554,25.0
1211,87.68181827,25.0
1212,86.94545463,25.0
1213,86.609091,25.0
1214,86.07272736,25.0
1215,84.62727281,24.0
1216,85.29090918,24.0
1217,86.23636372,25.0
1218,86.65454554,25.0
1219,86.76363645,25.0
1220,85.66363645,24.0
1221,85.04545463,24.0
1222,85.00000009,24.0
1223,85.70000009,24.0
1224,86.07272736,25.0
1225,85.66363645,24.0
1226,84.9181819,24.0
1227,84.30000008,24.0
1228,84.79090918,24.0
1229,85.29090918,24.0
1230,85.32727281,24.0
1231,84.75454554,24.0
1232,84.95454554,24.0
1233,84.32727281,24.0
1234,85.53636372,24.0
1235,85.37272736,24.0
1236,85.909091,25.0
1237,87.60000009,25.0
1238,88.05454554,25.0
1239,87.109091,25.0
1240,88.39090918,25.0
1241,88.13636372,25.0
1242,87.84545463,25.0
1243,88.84545463,25.0
1244,89.83636373,26.0
1245,90.08181827,26.0
1246,90.66363645,26.0
1247,90.66363645,26.0
1248,92.43636373,26.0
1249,91.73636373,26.0
1250,92.31818191,26.0
1251,94.381794,27.0
1252,95.45546019,27.0
1253,95.04563973,27.0
1254,95.5058171,27.0
1255,95.322688,27.0
1256,95.09090919,27.0
1257,94.68181828,27.0
1258,94.77715582,27.0
1259,94.36363646,27.0
1260,94.63636373,27.0
1261,95.0000001,27.0
1262,95.00108682,27.0
1263,94.27272737,27.0
1264,94.31818191,27.0
1265,94.55399537,27.0
1266,95.409091,27.0
1267,95.59090919,27.0
1268,96.17968882,27.0
1269,97.8181561,28.0
1270,98.36363646,28.0
1271,99.27272737,28.0
1272,99.36992183,28.0
1273,99.5000001,28.0
1274,100.4087041,29.0
1275,100.68708374,29.0
1276,101.0000001,29.0
1277,100.81818192,29.0
1278,99.95757365,29.0
1279,98.77200737,28.0
1280,96.81818192,28.0
1281,97.31818192,28.0
1282,96.45454555,28.0
1283,95.36363646,27.0
1284,95.91211719,27.0
1285,95.86363646,27.0
1286,95.5000001,27.0
1287,96.36363646,28.0
1288,97.0000001,28.0
1289,96.09090919,27.0
1290,96.31917201,28.0
1291,96.22727282,27.0
1292,95.72727282,27.0
1293,96.27498791,28.0
1294,95.72824628,27.0
1295,95.5000001,27.0
1296,94.72847355,27.0
1297,96.13636373,27.0
1298,96.22727282,27.0
1299,97.63914601,28.0
1300,97.81818192,28.0
1301,98.72651474,28.0
1302,97.86363646,28.0
1303,98.22721055,28.0
1304,98.3635211,28.0
1305,97.04545464,28.0
1306,99.0000001,28.0
1307,98.54952319,28.0
1308,98.04545464,28.0
1309,96.40909101,28.0
1310,96.68181828,28.0
1311,96.68181828,28.0
1312,97.18181828,28.0
1313,96.18181828,27.0
1314,95.45454555,27.0
1315,95.00146928,27.0
1316,96.22728973,27.0
1317,97.81900083,28.0
1318,99.54545465,28.0
1319,99.36363646,28.0
1320,99.63725019,28.0
1321,98.63636374,28.0
1322,97.64298892,28.0
1323,98.00357301,28.0
1324,98.4088741,28.0
1325,98.18128073,28.0
1326,99.00946864,28.0
1327,99.22727283,28.0
1328,99.0000001,28.0
1329,99.90909101,29.0
1330,98.54545464,28.0
1331,97.99033583,28.0
1332,98.59195646,28.0
1333,98.86358828,28.0
1334,98.45454555,28.0
1335,98.7266861,28.0
1336,99.09695155,28.0
1337,96.90909101,28.0
1338,94.68181828,27.0
1339,90.90876327,26.0
1340,92.909091,27.0
1341,92.95454555,27.0
1342,90.45488436,26.0
1343,90.78181827,26.0
1344,89.76363645,26.0
1345,89.54545464,26.0
1346,91.31818191,26.0
1347,92.543624,26.0
1348,93.22772373,27.0
1349,92.409091,26.0
1350,92.72727282,26.0
1351,92.09012964,26.0
1352,94.00000009,27.0
1353,94.13636373,27.0
1354,94.00000009,27.0
1355,93.54545464,27.0
1356,93.45454555,27.0
1357,91.63636373,26.0
1358,90.39969773,26.0
1359,92.18181827,26.0
1360,90.95454555,26.0
1361,92.18181827,26.0
1362,93.54545464,27.0
1363,94.22914928,27.0
1364,93.22727282,27.0
1365,92.41970273,26.0
1366,92.45454555,26.0
1367,92.22727282,26.0
1368,92.09169846,26.0
1369,91.409091,26.0
1370,91.68181827,26.0
1371,91.04040055,26.0
1372,89.76363645,26.0
1373,90.49095191,26.0
1374,90.95723345,26.0
1375,89.54545464,26.0
1376,91.09090918,26.0
1377,90.12726764,26.0
1378,89.99391727,26.0
1379,90.91676845,26.0
1380,92.18257473,26.0
1381,92.31818191,26.0
1382,92.72727282,26.0
1383,91.59090918,26.0
1384,90.78543755,26.0
1385,92.137028,26.0
1386,92.13636373,26.0
1387,92.09112673,26.0
1388,93.409091,27.0
1389,93.59090918,27.0
1390,94.35769473,27.0
1391,94.909091,27.0
1392,95.04578419,27.0
1393,95.13636373,27.0
1394,95.45454555,27.0
1395,96.27272737,28.0
1396,97.45454555,28.0
1397,98.22727283,28.0
1398,98.45452773,28.0
1399,98.4099401,28.0
1400,98.59076383,28.0
1401,98.5000001,28.0
1402,98.36298937,28.0
1403,98.40909101,28.0
1404,98.63495319,28.0
1405,98.40907992,28.0
1406,98.13636373,28.0
1407,98.45161337,28.0
1408,100.31818192,29.0
1409,101.7235431,29.0
1410,102.09090919,29.0
1411,102.72059619,29.0
1412,102.27272738,29.0
1413,101.59837928,29.0
1414,101.36363647,29.0
1415,99.77272737,29.0
1416,96.90909101,28.0
1417,97.18181828,28.0
1418,97.59090919,28.0
1419,96.77325828,28.0
1420,98.45454555,28.0
1421,97.90909101,28.0
1422,99.04545464,28.0
1423,100.0000001,29.0
1424,98.86363646,28.0
1425,99.54486346,28.0
1426,101.00031683,29.0
1427,100.0000001,29.0
1428,99.77272737,29.0
1429,102.09090919,29.0
1430,100.5000001,29.0
1431,98.81818192,28.0
1432,98.86396174,28.0
1433,98.77305883,28.0
1434,98.22746483,28.0
1435,98.49707019,28.0
1436,97.04545464,28.0
1437,96.45454555,28.0
1438,96.63055373,28.0
1439,97.86363646,28.0
1440,96.95441519,28.0
1441,98.31818192,28.0
1442,97.72727283,28.0
1443,96.90909101,28.0
1444,99.04545464,28.0
1445,99.81792728,29.0
1446,99.77272737,29.0
1447,99.54030437,28.0
1448,99.59090919,28.0
1449,100.04678637,29.0
1450,99.72727283,28.0
1451,99.09090919,28.0
1452,99.72727283,28.0
1453,100.45454556,29.0
1454,99.40909101,28.0
1455,98.27272737,28.0
1456,98.59269664,28.0
1457,99.04603292,28.0
1458,99.82228719,29.0
1459,100.36363646,29.0
1460,98.17956192,28.0
1461,98.81818192,28.0
1462,99.45619564,28.0
1463,99.31818192,28.0
1464,99.22727283,28.0
1465,97.86404837,28.0
1466,98.31818192,28.0
1467,99.40909101,28.0
1468,98.54454537,28.0
1469,97.63636373,28.0
1470,96.64355446,28.0
1471,97.5000001,28.0
1472,97.36363646,28.0
1473,96.40909101,28.0
1474,96.77197855,28.0
1475,96.77272737,28.0
1476,97.55195028,28.0
1477,97.86363646,28.0
1478,98.00134373,28.0
1479,98.45454555,28.0
1480,99.36363646,28.0
1481,99.45451564,28.0
1482,99.27512292,28.0
1483,99.72727283,28.0
1484,98.39473046,28.0
1485,99.09090919,28.0
1486,96.5000001,28.0
1487,95.95454555,27.0
1488,95.82159373,27.0
1489,95.91260473,27.0
1490,96.18254273,27.0
1491,96.1372781,27.0
1492,96.2727061,28.0
1493,96.63636373,28.0
1494,96.59090919,28.0
1495,97.22727282,28.0
1496,96.9503391,28.0
1497,98.09090919,28.0
1498,99.04545464,28.0
1499,100.09090919,29.0
1500,100.04545465,22.0
1501,100.59090919,22.0
1502,101.81758765,23.0
1503,102.86136947,23.0
1504,102.82487719,23.0
1505,102.81818192,23.0
1506,103.77272738,23.0
1507,104.36363647,23.0
1508,102.71704674,23.0
1509,101.36363647,23.0
1510,101.67963819,23.0
1511,102.4547201,23.0
1512,97.63636373,22.0
1513,97.2721351,22.0
1514,96.22727282,21.0
1515,95.72727282,21.0
1516,98.31818192,22.0
1517,97.23500237,22.0
1518,97.27272737,22.0
1519,97.0000001,22.0
1520,95.68151646,21.0
1521,96.36363646,21.0
1522,97.04492692,22.0
1523,97.18245292,22.0
1524,97.09090919,22.0
1525,96.32047737,21.0
1526,96.31974519,21.0
1527,97.22727282,22.0
1528,97.54545464,22.0
1529,96.36363646,21.0
1530,97.04545464,22.0
1531,96.45454555,21.0
1532,97.5002121,22.0
1533,97.22743028,22.0
1534,97.68463246,22.0
1535,97.18181828,22.0
1536,97.04545464,22.0
1537,97.0427791,22.0
1538,97.18227873,22.0
1539,96.27272737,21.0
1540,94.95382682,21.0
1541,94.27272737,21.0
1542,94.18195519,21.0
1543,93.36363646,21.0
1544,94.54536473,21.0
1545,95.72640273,21.0
1546,95.36363646,21.0
1547,95.17854037,21.0
1548,95.49945664,21.0
1549,99.54547946,22.0
1550,97.27223282,22.0
1551,96.49966001,21.0
1552,96.22706719,21.0
1553,95.31868591,21.0
1554,95.09090919,21.0
1555,96.13636373,21.0
1556,96.99965337,22.0
1557,97.45454555,22.0
1558,96.90899319,22.0
1559,97.27272737,22.0
1560,96.13558419,21.0
1561,96.18181828,21.0
1562,96.36363646,21.0
1563,96.86582719,22.0
1564,97.09090919,22.0
1565,97.72797264,22.0
1566,96.00298746,21.0
1567,97.31818192,22.0
1568,96.95619955,22.0
1569,95.72833355,21.0
1570,95.5444801,21.0
1571,97.68272464,22.0
1572,96.50061737,21.0
1573,96.95462219,22.0
1574,94.72826991,21.0
1575,94.91518737,21.0
1576,93.63636373,21.0
1577,93.82456891,21.0
1578,94.54545464,21.0
1579,94.31786046,21.0
1580,94.49936846,21.0
1581,95.59090919,21.0
1582,95.0000001,21.0
1583,94.95457019,21.0
1584,95.45454555,21.0
1585,95.90909101,21.0
1586,95.4543461,21.0
1587,95.09308037,21.0
1588,95.59090919,21.0
1589,96.81818192,22.0
1590,96.45454555,21.0
1591,96.31846437,21.0
1592,96.13753091,21.0
1593,96.68181828,21.0
1594,95.54558137,21.0
1595,95.50117182,21.0
1596,95.45454555,21.0
1597,96.18223946,21.0
1598,96.68181828,21.0
1599,97.18181828,22.0
1600,96.35936501,21.0
1601,96.9994501,22.0
1602,97.22300555,22.0
1603,97.26861728,22.0
1604,98.13690319,22.0
1605,99.09081683,22.0
1606,99.5461371,22.0
1607,99.77272737,22.0
1608,100.36363646,22.0
1609,99.45441283,22.0
1610,100.18181828,22.0
1611,100.45463465,22.0
1612,100.27272737,22.0
1613,100.77178928,22.0
1614,101.54468274,23.0
1615,100.50226274,22.0
1616,101.36416356,23.0
1617,101.68677401,23.0
1618,100.68181828,22.0
1619,101.3181981,23.0
1620,102.27272738,23.0
1621,103.54556701,23.0
1622,102.27272738,23.0
1623,101.59061956,23.0
1624,102.68181828,23.0
1625,103.18005992,23.0
1626,100.45454556,22.0
1627,101.82060783,23.0
1628,103.18150583,23.0
1629,102.73198456,23.0
1630,103.09031765,23.0
1631,103.45403556,23.0
1632,103.59090919,23.0
1633,104.27272738,23.0
1634,105.13636374,23.0
1635,105.22532947,23.0
1636,105.85841056,24.0
1637,105.99963029,24.0
1638,105.90688265,24.0
1639,105.77272738,24.0
1640,105.00071292,23.0
1641,105.45454556,23.0
1642,105.68181829,23.0
1643,106.04545465,24.0
1644,106.81915883,24.0
1645,107.04545465,24.0
1646,107.0909092,24.0
1647,107.22727283,24.0
1648,108.18181829,24.0
1649,108.18181829,24.0
1650,107.58900547,24.0
1651,107.72724465,24.0
1652,107.72727284,24.0
1653,106.40909102,24.0
1654,107.13636374,24.0
1655,105.22727283,23.0
1656,104.36363647,23.0
1657,103.40925965,23.0
1658,103.63617465,23.0
1659,103.86363647,23.0
1660,104.72727283,23.0
1661,104.54071465,23.0
1662,106.84869838,24.0
1663,105.22435001,23.0
1664,103.54545465,23.0
1665,103.36363647,23.0
1666,103.5914771,23.0
1667,103.04492647,23.0
1668,103.95380101,23.0
1669,104.49796083,23.0
1670,101.81942247,23.0
1671,102.27272738,23.0
1672,101.86363647,23.0
1673,101.09085492,22.0
1674,102.54545465,23.0
1675,104.09009483,23.0
1676,104.13568438,23.0
1677,103.63636374,23.0
1678,106.27170529,24.0
1679,106.04317165,24.0
1680,105.95631783,24.0
1681,107.18178911,24.0
1682,107.54373856,24.0
1683,107.81818193,24.0
1684,107.40909102,24.0
1685,110.00000011,24.0
1686,110.36363647,25.0
1687,109.77202693,24.0
1688,111.22727284,25.0
1689,110.35391693,25.0
1690,110.54545466,25.0
1691,109.95454556,24.0
1692,110.31831911,25.0
1693,112.81782148,25.0
1694,112.04338057,25.0
1695,112.00000011,25.0
1696,112.45454557,25.0
1697,111.50000011,25.0
1698,110.90921266,25.0
1699,110.86363647,25.0
1700,110.90909102,25.0
1701,112.22649648,25.0
1702,111.09111311,25.0
1703,112.04769311,25.0
1704,111.95449566,25.0
1705,111.50000011,25.0
1706,110.90205338,25.0
1707,111.63642602,25.0
1708,110.9552912,25.0
1709,112.13636375,25.0
1710,113.04545466,25.0
1711,113.13727157,25.0
1712,112.18774684,25.0
1713,112.27477757,25.0
1714,113.63636375,25.0
1715,113.6822232,25.0
1716,113.09184529,25.0
1717,112.45454557,25.0
1718,109.86363647,24.0
1719,110.45454557,25.0
1720,110.27393702,25.0
1721,111.81370438,25.0
1722,112.54545466,25.0
1723,111.90905338,25.0
1724,111.90910529,25.0
1725,113.63636375,25.0
1726,111.09089175,25.0
1727,110.90909102,25.0
1728,112.45454557,25.0
1729,112.27272739,25.0
1730,112.22727284,25.0
1731,113.40847657,25.0
1732,113.5909092,25.0
1733,111.04545466,25.0
1734,111.92786257,25.0
1735,112.31818193,25.0
1736,112.54545466,25.0
1737,114.6818183,25.0
1738,115.09228548,26.0
1739,115.54642239,26.0
1740,114.77308302,26.0
1741,114.77272739,26.0
1742,113.1818183,25.0
1743,113.90909102,25.0
1744,112.22999102,25.0
1745,113.72727284,25.0
1746,114.72727284,25.0
1747,116.45513012,26.0
1748,114.95364911,26.0
1749,114.50000011,25.0
1750,116.26897421,26.0
1751,116.86363648,26.0
1752,118.36363648,26.0
1753,118.45454557,26.0
1754,118.9545523,26.0
1755,117.86194494,26.0
1756,117.09090921,26.0
1757,117.72811985,26.0
1758,117.72727285,26.0
1759,119.00000012,26.0
1760,117.09090921,26.0
1761,114.04545466,25.0
1762,114.31842139,25.0
1763,116.1490439,26.0
1764,117.7,26.0
1765,115.5009468,26.0
1766,115.8005097,26.0
1767,118.2,26.0
1768,119.0,26.0
1769,119.0,26.0
1770,118.7,26.0
1771,118.3477189,26.0
1772,117.3992908,26.0
1773,117.4817518,26.0
1774,116.2,26.0
1775,115.6,26.0
1776,117.2990692,26.0
1777,117.0983486,26.0
1778,116.7,26.0
1779,117.2,26.0
1780,117.0998535,26.0
1781,117.1501444,26.0
1782,119.449614,27.0
1783,118.75,26.0
1784,119.15,26.0
1785,119.3470999,27.0
1786,120.0003795,27.0
1787,118.8496707,26.0
1788,119.404653,27.0
1789,118.7504424,26.0
1790,118.4,26.0
1791,119.8492918,27.0
1792,120.0006615,27.0
1793,121.5,27.0
1794,122.5026728,27.0
1795,120.8993176,27.0
1796,120.15,27.0
1797,120.8003592,27.0
1798,122.4,27.0
1799,122.1040933,27.0
1800,121.5428134,27.0
1801,121.8,27.0
1802,122.8,27.0
1803,120.450011,27.0
1804,118.6,26.0
1805,121.0,27.0
1806,121.8,27.0
1807,122.4515021,27.0
1808,122.0,27.0
1809,121.8,27.0
1810,122.2,27.0
1811,124.3007345,28.0
1812,124.1,28.0
1813,124.8003022,28.0
1814,124.6983114,28.0
1815,124.8,28.0
1816,125.2499916,28.0
1817,127.0,28.0
1818,126.2596025,28.0
1819,126.15,28.0
1820,126.7072712,28.0
1821,125.6026603,28.0
1822,126.7,28.0
1823,126.15,28.0
1824,125.3480656,28.0
1825,125.357151,28.0
1826,122.6,27.0
1827,125.6505665,28.0
1828,125.5,28.0
1829,126.2000644,28.0
1830,126.5012987,28.0
1831,126.5,28.0
1832,126.5530933,28.0
1833,127.7020475,28.0
1834,131.3,29.0
1835,128.5,29.0
1836,129.85,29.0
1837,129.2501359,29.0
1838,128.9990315,29.0
1839,129.3494226,29.0
1840,127.4973305,28.0
1841,129.25,29.0
1842,129.8495314,29.0
1843,131.3,29.0
1844,131.3002947,29.0
1845,132.6,29.0
1846,133.0500809,30.0
1847,135.7016796,30.0
1848,134.8875783,30.0
1849,133.9,30.0
1850,135.2,30.0
1851,138.0,31.0
1852,138.3996078,31.0
1853,140.0,31.0
1854,139.0517099,31.0
1855,138.9466069,31.0
1856,140.0007409,31.0
1857,140.55,31.0
1858,138.05,31.0
1859,137.0483131,30.0
1860,134.5007046,30.0
1861,130.485341,29.0
1862,129.2488199,29.0
1863,123.8,28.0
1864,124.1009719,28.0
1865,126.9685,28.0
1866,127.35,28.0
1867,129.9346417,29.0
1868,125.1502991,28.0
1869,118.0,26.0
1870,115.2995019,26.0
1871,113.8002914,25.0
1872,107.45,24.0
1873,104.0,23.0
1874,100.5,22.0
1875,102.6,23.0
1876,103.6488602,23.0
1877,99.5197957,22.0
1878,109.2012793,24.0
1879,101.5,23.0
1880,108.8501747,24.0
1881,111.85,25.0
1882,106.8,24.0
1883,108.8073531,24.0
1884,109.6025895,24.0
1885,114.8,26.0
1886,114.6,25.0
1887,114.0021284,25.0
1888,113.75,25.0
1889,118.7,26.0
1890,119.3001684,27.0
1891,119.9956368,27.0
1892,118.8,26.0
1893,120.1502046,27.0
1894,123.7,27.0
1895,121.3,27.0
1896,122.6,27.0
1897,122.0,27.0
1898,119.5,27.0
1899,116.35,26.0
1900,116.4500117,26.0
1901,115.35,26.0
1902,117.8514039,26.0
1903,117.8040894,26.0
1904,118.1507433,26.0
1905,120.2011672,27.0
1906,114.95,26.0
1907,114.5964448,25.0
1908,116.6436805,26.0
1909,117.5,26.0
1910,120.0506933,27.0
1911,116.8,26.0
1912,116.2506406,26.0
1913,115.8,26.0
1914,114.0,25.0
1915,112.7528058,25.0
1916,114.5499002,25.0
1917,118.7995334,26.0
1918,115.1867916,26.0
1919,115.0541958,26.0
1920,114.9033022,26.0
1921,118.4992747,26.0
1922,119.8972928,27.0
1923,117.0525971,26.0
1924,116.554426,26.0
1925,119.795182,27.0
1926,123.65,27.0
1927,123.0,27.0
1928,123.9919466,28.0
1929,125.3440454,28.0
1930,126.3503303,28.0
1931,125.9983715,28.0
1932,127.0996847,28.0
1933,126.5999617,28.0
1934,125.0484169,28.0
1935,123.1,27.0
1936,120.7,27.0
1937,124.9997585,28.0
1938,126.0123566,28.0
1939,127.1465346,28.0
1940,127.738131,28.0
1941,127.35,28.0
1942,128.25,28.0
1943,128.1501848,28.0
1944,126.2010119,28.0
1945,128.0,28.0
1946,126.1048865,28.0
1947,127.506127,28.0
1948,128.2993109,29.0
1949,129.5992582,29.0
1950,131.45,29.0
1951,132.3,29.0
1952,131.20027,29.0
1953,131.1002521,29.0
1954,132.5004978,29.0
1955,131.8,29.0
1956,136.1001549,30.0
1957,136.6355656,30.0
1958,136.9,30.0
1959,136.7460084,30.0
1960,138.8000193,31.0
1961,139.0000266,31.0
1962,140.9505691,31.0
1963,139.6,31.0
1964,140.0021107,31.0
1965,138.9493399,31.0
1966,139.4499918,31.0
1967,139.7620382,31.0
1968,140.4509386,31.0
1969,140.0,31.0
1970,139.7,31.0
1971,140.0500442,31.0
1972,143.0006842,32.0
1973,142.85,32.0
1974,141.3999929,31.0
1975,138.85,31.0
1976,140.05,31.0
1977,139.8995689,31.0
1978,139.8498735,31.0
1979,142.298237,32.0
1980,141.5046982,31.0
1981,140.0012065,31.0
1982,140.0526958,31.0
1983,139.8,31.0
1984,139.2492147,31.0
1985,139.1502351,31.0
1986,139.1525101,31.0
1987,141.1522132,31.0
1988,139.85,31.0
1989,142.25,32.0
1990,140.25,31.0
1991,140.5,31.0
1992,139.7528927,31.0
1993,140.0,31.0
1994,143.4004848,32.0
1995,139.7,31.0
1996,139.0087081,31.0
1997,141.4,31.0
1998,139.85,31.0
1999,142.7489748,32.0
2000,141.4,26.0
2001,142.8,26.0
2002,141.0005173,26.0
2003,141.3999313,26.0
2004,140.0989571,25.0
2005,140.8004101,26.0
2006,139.2495558,25.0
2007,136.0012019,25.0
2008,137.0005053,25.0
2009,136.0,25.0
2010,135.2990163,25.0
2011,135.9994514,25.0
2012,136.7001615,25.0
2013,136.249791,25.0
2014,136.6,25.0
2015,133.5,24.0
2016,135.8001102,25.0
2017,133.5541801,24.0
2018,132.4503913,24.0
2019,133.3995331,24.0
2020,133.4,24.0
2021,133.4,24.0
2022,135.2,25.0
2023,135.8998528,25.0
2024,133.4967008,24.0
2025,132.8514894,24.0
2026,134.8501931,25.0
2027,134.1490357,24.0
2028,131.95,24.0
2029,130.05,24.0
2030,131.0,24.0
2031,132.5,24.0
2032,131.2501914,24.0
2033,128.0,23.0
2034,124.8,23.0
2035,124.5,23.0
2036,125.9993581,23.0
2037,130.4493892,24.0
2038,130.6,24.0
2039,135.5511523,25.0
2040,137.2998458,25.0
2041,139.6998243,25.0
2042,141.6545134,26.0
2043,141.4997058,26.0
2044,140.5499276,26.0
2045,139.4,25.0
2046,139.8012638,25.0
2047,137.8481264,25.0
2048,138.4,25.0
2049,138.2488307,25.0
2050,138.5005381,25.0
2051,140.15,25.0
2052,137.6038396,25.0
2053,135.1954911,25.0
2054,136.4502572,25.0
2055,137.7503328,25.0
2056,137.9491752,25.0
2057,138.75,25.0
2058,136.4993323,25.0
2059,135.2999845,25.0
2060,134.3491802,24.0
2061,134.65,24.0
2062,135.7004779,25.0
2063,136.0,25.0
2064,135.3480798,25.0
2065,136.0,25.0
2066,136.4023488,25.0
2067,136.0996372,25.0
2068,134.4534844,24.0
2069,135.1509768,25.0
2070,135.2996058,25.0
2071,133.25,24.0
2072,132.7004648,24.0
2073,133.5011656,24.0
2074,135.1001508,25.0
2075,135.5,25.0
2076,136.75,25.0
2077,135.9,25.0
2078,135.0003654,25.0
2079,135.9501298,25.0
2080,135.4473239,25.0
2081,135.7502774,25.0
2082,136.2988482,25.0
2083,136.9499316,25.0
2084,136.6496499,25.0
2085,136.8,25.0
2086,134.1000213,24.0
2087,134.9,25.0
2088,133.6523628,24.0
2089,131.9504407,24.0
2090,133.6002469,24.0
2091,132.2501504,24.0
2092,131.6507405,24.0
2093,130.7493198,24.0
2094,132.6513615,24.0
2095,131.500292,24.0
2096,135.3,25.0
2097,135.0991698,25.0
2098,134.6985113,24.0
2099,136.4987162,25.0
2100,136.4996971,25.0
2101,136.4501582,25.0
2102,136.3,25.0
2103,136.2,25.0
2104,136.8008117,25.0
2105,136.4,25.0
2106,137.9,25.0
2107,135.3505625,25.0
2108,134.4,24.0
2109,135.35,25.0
2110,134.3500924,24.0
2111,133.0507048,24.0
2112,133.15,24.0
2113,133.4,24.0
2114,132.1003815,24.0
2115,131.3004433,24.0
2116,130.1501742,24.0
2117,129.5,24.0
2118,126.05,23.0
2119,125.85,23.0
2120,127.2,23.0
2121,127.5541483,23.0
2122,125.9999758,23.0
2123,127.4000148,23.0
2124,127.7001045,23.0
2125,130.9495314,24.0
2126,131.0501396,24.0
2127,134.35,24.0
2128,133.4,24.0
2129,133.6499638,24.0
2130,134.0023932,24.0
2131,135.55,25.0
2132,135.95,25.0
2133,136.2,25.0
2134,135.4495635,25.0
2135,136.6,25.0
2136,138.0,25.0
2137,135.65,25.0
2138,136.8505469,25.0
2139,137.1505369,25.0
2140,138.8,25.0
2141,139.05,25.0
2142,139.9599965,25.0
2143,140.8014524,26.0
2144,140.799981,26.0
2145,139.6626109,25.0
2146,140.1999452,25.0
2147,140.9,26.0
2148,140.5,26.0
2149,141.3002619,26.0
2150,140.3834278,26.0
2151,140.8766861,26.0
2152,141.1999991,26.0
2153,141.1004562,26.0
2154,139.6408432,25.0
2155,141.0001057,26.0
2156,141.1203935,26.0
2157,141.121374,26.0
2158,141.66,26.0
2159,142.3001051,26.0
2160,141.7800312,26.0
2161,142.12,26.0
2162,140.5,26.0
2163,140.56,26.0
2164,140.6,26.0
2165,141.3,26.0
2166,143.9,26.0
2167,143.5391552,26.0
2168,142.2,26.0
2169,140.477942,26.0
2170,139.5546583,25.0
2171,142.56,26.0
2172,139.8,25.0
2173,140.0986603,25.0
2174,137.5,25.0
2175,138.5001664,25.0
2176,139.6600539,25.0
2177,140.4971975,26.0
2178,141.38,26.0
2179,141.8929402,26.0
2180,140.0468872,25.0
2181,139.7,25.0
2182,139.3600345,25.0
2183,139.42,25.0
2184,139.84,25.0
2185,140.1,25.0
2186,140.6599806,26.0
2187,140.8,26.0
2188,141.38,26.0
2189,141.0000157,26.0
2190,141.8199187,26.0
2191,141.2653565,26.0
2192,141.1,26.0
2193,143.0,26.0
2194,144.80004,26.0
2195,145.8,27.0
2196,145.9376984,27.0
2197,145.1399524,26.0
2198,148.3570654,27.0
2199,150.96,27.0
2200,149.3002223,27.0
2201,150.64,27.0
2202,149.8,27.0
2203,149.08,27.0
2204,148.1601788,27.0
2205,148.1402269,27.0
2206,148.3205313,27.0
2207,148.04,27.0
2208,147.4212276,27.0
2209,147.3011442,27.0
2210,147.5198399,27.0
2211,146.3405958,27.0
2212,147.6799216,27.0
2213,149.8001093,27.0
2214,149.52,27.0
2215,149.6,27.0
2216,150.16,27.0
2217,148.3599028,27.0
2218,147.5000365,27.0
2219,148.18,27.0
2220,149.5,27.0
2221,149.7004453,27.0
2222,150.0101241,27.0
2223,148.52,27.0
2224,149.9,27.0
2225,147.8999434,27.0
2226,145.5999032,26.0
2227,147.5590891,27.0
2228,145.0,26.0
2229,145.9998319,27.0
2230,145.7596887,27.0
2231,146.62,27.0
2232,147.2999909,27.0
2233,147.7407999,27.0
2234,148.442152,27.0
2235,148.98,27.0
2236,148.2,27.0
2237,148.2003167,27.0
2238,148.4194524,27.0
2239,149.4998906,27.0
2240,149.9949122,27.0
2241,151.7,28.0
2242,152.1,28.0
2243,151.6416704,28.0
2244,150.3603476,27.0
2245,149.4359193,27.0
2246,150.2803102,27.0
2247,151.0015787,27.0
2248,152.3017362,28.0
2249,152.6591381,28.0
2250,152.4999298,28.0
2251,152.0,28.0
2252,151.14,27.0
2253,151.26,28.0
2254,150.1200995,27.0
2255,149.2283201,27.0
2256,150.3000421,27.0
2257,149.7605308,27.0
2258,149.5,27.0
2259,148.8310507,27.0
